"CASnummer","Id","Codes","Omschrijving","Groep","Begin.geldigheid","Eind.geldigheid","Status","Gerelateerd","Guid","Exactmatch"
"7440-53-1",3740,"Eu","europium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-a351f47b-3cfc-4f4d-b5ae-6fa384736b32","http://vocab.nerc.ac.uk/collection/S27/current/CS002790/"
"7440-54-2",813,"Gd","gadolinium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-e764c84b-bd97-426d-bcf6-9ca311d6e531","http://vocab.nerc.ac.uk/collection/S27/current/CS002792/"
"7440-55-3",815,"Ga","gallium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-1a50b5be-8dbc-4ca6-ae35-717082a31f0b","http://vocab.nerc.ac.uk/collection/S27/current/CS002919/"
"7440-56-4",826,"Ge","germanium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-48ada188-0319-497a-bd92-675ea8a04d96","http://vocab.nerc.ac.uk/collection/S27/current/CS003312/"
"7440-57-5",841,"Au","goud","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-74861e76-5b4a-45a0-bcc4-5568e5724206","http://vocab.nerc.ac.uk/collection/S27/current/CS003313/"
"7440-58-6",3936,"Hf","Hafnium","ChemischeStof","2011-10-01","2019-04-04","Vervallen","","Id-d111acff-d6d5-4646-a301-b5ff5d7d84ad","http://vocab.nerc.ac.uk/collection/S27/current/CS003296/"
"7440-58-6",3936,"Hf","hafnium","ChemischeStof","2019-04-05","2100-01-01","Geldig","","Id-e8634368-9967-4e5e-8155-e7afd757d1dd","http://vocab.nerc.ac.uk/collection/S27/current/CS003296/"
"7440-59-7",3930,"He","helium","ChemischeStof","2012-01-07","2100-01-01","Geldig","","Id-ff9b87ed-a2b1-4bfd-a90b-9ffa9fec8263","http://vocab.nerc.ac.uk/collection/S27/current/CS003005/"
"7440-60-0",3946,"Ho","holmium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-a0e1164c-bc3e-4d59-9677-a82f5e7f6795","http://vocab.nerc.ac.uk/collection/S27/current/CS002785/"
"7440-61-1",4907,"U238","uranium 238","ChemischeStof","2011-08-26","2100-01-01","Geldig","","Id-d641b7ce-1116-4051-aef0-92933e8142f6","http://vocab.nerc.ac.uk/collection/S27/current/CS026907/"
"7440-61-1",4907,"U238","uranium 238","ChemischeStof","2011-08-26","2100-01-01","Geldig","","Id-d641b7ce-1116-4051-aef0-92933e8142f6","http://vocab.nerc.ac.uk/collection/S27/current/CS003112/"
"7440-61-1",1637,"U","uranium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6b93c604-5807-465f-bf8c-3a54fca96dba","http://vocab.nerc.ac.uk/collection/S27/current/CS026907/"
"7440-61-1",1637,"U","uranium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6b93c604-5807-465f-bf8c-3a54fca96dba","http://vocab.nerc.ac.uk/collection/S27/current/CS003112/"
"7440-62-2",1642,"V","vanadium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-2c990ffc-7506-46da-9bde-15a0e3a37aac","http://vocab.nerc.ac.uk/collection/S27/current/CS002664/"
"7440-62-2",1642,"V","vanadium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-2c990ffc-7506-46da-9bde-15a0e3a37aac","http://vocab.nerc.ac.uk/collection/S27/current/CS002892/"
"7440-63-3",4924,"Xe","xenon","ChemischeStof","2012-01-07","2100-01-01","Geldig","","Id-910f8dc8-1288-479f-bf8a-66ba4b772653","http://vocab.nerc.ac.uk/collection/S27/current/CS003051/"
"7440-64-4",1689,"Yb","ytterbium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-7408ba08-36cd-4c5d-bdc5-4aa86ce6917f","http://vocab.nerc.ac.uk/collection/S27/current/CS002791/"
"7440-65-5",1690,"Y","yttrium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ea80d560-1781-4390-b2f5-6738458c6ac7","http://vocab.nerc.ac.uk/collection/S27/current/CS003049/"
"7440-65-5",1690,"Y","yttrium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ea80d560-1781-4390-b2f5-6738458c6ac7","http://vocab.nerc.ac.uk/collection/S27/current/CS002990/"
"7440-65-5",1690,"Y","yttrium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ea80d560-1781-4390-b2f5-6738458c6ac7","http://vocab.nerc.ac.uk/collection/S27/current/CS003113/"
"7440-66-6",1693,"Zn","zink","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-0197b186-fb4a-484d-aff3-465592bd8bad","http://vocab.nerc.ac.uk/collection/S27/current/CS002884/"
"7440-66-6",1693,"Zn","zink","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-0197b186-fb4a-484d-aff3-465592bd8bad","http://vocab.nerc.ac.uk/collection/S27/current/CS002888/"
"7440-66-6",1693,"Zn","zink","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-0197b186-fb4a-484d-aff3-465592bd8bad","http://vocab.nerc.ac.uk/collection/S27/current/CS002893/"
"7440-66-6",1693,"Zn","zink","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-0197b186-fb4a-484d-aff3-465592bd8bad","http://vocab.nerc.ac.uk/collection/S27/current/CS002678/"
"7440-67-7",1695,"Zr","zirkonium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-d1595ef0-27f7-498c-8286-7c24ec96997d","http://vocab.nerc.ac.uk/collection/S27/current/CS003114/"
"7440-67-7",1695,"Zr","zirkonium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-d1595ef0-27f7-498c-8286-7c24ec96997d","http://vocab.nerc.ac.uk/collection/S27/current/CS003079/"
"7440-69-9",384,"Bi","bismut","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-af34eaf2-6e2d-4dda-a20f-00396d2b21d8","http://vocab.nerc.ac.uk/collection/S27/current/CS002963/"
"7440-70-2",447,"Ca","calcium","ChemischeStof","2011-06-08","2100-01-01","Geldig","Id-504682b9-cad5-4c20-b751-b1abe00fbeb4","Id-d92814ea-f865-46c8-b598-74d9c194f5ed","http://vocab.nerc.ac.uk/collection/S27/current/CS004359/"
"7440-70-2",447,"Ca","calcium","ChemischeStof","2011-06-08","2100-01-01","Geldig","Id-504682b9-cad5-4c20-b751-b1abe00fbeb4","Id-d92814ea-f865-46c8-b598-74d9c194f5ed","http://vocab.nerc.ac.uk/collection/S27/current/CS003096/"
"7440-70-2",447,"Ca","calcium","ChemischeStof","2011-06-08","2100-01-01","Geldig","Id-504682b9-cad5-4c20-b751-b1abe00fbeb4","Id-d92814ea-f865-46c8-b598-74d9c194f5ed","http://vocab.nerc.ac.uk/collection/S27/current/CS002921/"
"7440-74-6",883,"In","indium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-51f3b5e7-4220-4954-998c-a12583321587","http://vocab.nerc.ac.uk/collection/S27/current/CS003174/"
"74472-37-0",2714,"PCB114","2,3,4,4',5-pentachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-2d33e423-4c81-4580-8f48-cf1d14e9b920","http://vocab.nerc.ac.uk/collection/S27/current/CS001544/"
"74472-42-7",4379,"PCB158","2,3,3',4,4',6-hexachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-de8011ac-fba7-448e-abc5-5366e1beec1d","http://vocab.nerc.ac.uk/collection/S27/current/CS001866/"
"75-00-3",1247,"ClC2a","chloorethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-56c79100-f962-4d2d-a56f-eec20b2110d8","http://vocab.nerc.ac.uk/collection/S27/current/CS003349/"
"75-01-4",1654,"ClC2e","chlooretheen (vinylchloride)","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-e8d9d175-71ff-460a-816b-cb38fac6ad35","http://vocab.nerc.ac.uk/collection/S27/current/CS003350/"
"75-04-7",727,"C2yAe","ethylamine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-8873509b-24e3-41f4-b637-b4ca92889010","http://vocab.nerc.ac.uk/collection/S27/current/CS002944/"
"75-07-0",249,"C2al","ethanal","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-03d8b837-dc4d-49b1-a22b-ed20e96a704a","http://vocab.nerc.ac.uk/collection/S27/current/CS001572/"
"75-09-2",619,"DClC1a","dichloormethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-f4168d9d-dbdd-4f91-a5d7-927429537243","http://vocab.nerc.ac.uk/collection/S27/current/CS003270/"
"75-15-0",967,"CS2","koolstofdisulfide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-b033f90d-db19-4fc0-9856-7938d4c0f24e","http://vocab.nerc.ac.uk/collection/S27/current/CS003347/"
"75-18-3",663,"DC1yS","dimethylsulfide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ba01613b-c864-425c-a83a-2814bf2f3e26","http://vocab.nerc.ac.uk/collection/S27/current/CS002982/"
"75-25-2",1590,"TBrC1a","tribroommethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-2492cc42-be93-42d3-b124-a68ea01329fc","http://vocab.nerc.ac.uk/collection/S27/current/CS003001/"
"75-27-4",396,"DClBrC1a","dichloorbroommethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-dcf0989e-d967-485a-b88f-c31c842781d3","http://vocab.nerc.ac.uk/collection/S27/current/CS003035/"
"75-34-3",8,"11DClC2a","1,1-dichloorethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-b75b9feb-7f17-4d41-ba0e-541655deef2e","http://vocab.nerc.ac.uk/collection/S27/current/CS000942/"
"75-35-4",9,"11DClC2e","1,1-dichlooretheen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-378a805e-4701-4fa7-8d2a-21cca11e6475","http://vocab.nerc.ac.uk/collection/S27/current/CS003250/"
"75-50-3",4787,"TC1yAe","trimethylamine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-fabd0675-e79d-4319-80bb-fc24b5c4d391","http://vocab.nerc.ac.uk/collection/S27/current/CS002939/"
"75-69-4",799,"CFK11","trichloorfluormethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-7317851c-e0f6-4233-bfef-12cd90718fca","http://vocab.nerc.ac.uk/collection/S27/current/CS002961/"
"75-71-8",802,"CFK12","dichloordifluormethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-4dc42690-477f-422a-aac8-dba6ca450c51","http://vocab.nerc.ac.uk/collection/S27/current/CS002929/"
"75-72-9",3407,"CFK13","chloortrifluormethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-a7cc7a38-e10a-4932-aab0-cca9c3fe5dea","http://vocab.nerc.ac.uk/collection/S27/current/CS003146/"
"75-83-2",3567,"DC1yC4a","dimethylbutaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-7d5955ee-f077-4b06-b4c2-cad72fa7e1f5","http://vocab.nerc.ac.uk/collection/S27/current/CS003221/"
"75-96-7",5813,"TBrHAc","tribroomazijnzuur","ChemischeStof","2017-05-13","2100-01-01","Geldig","","Id-debeca8c-e228-4ba2-a728-f1f687e1ab54","http://vocab.nerc.ac.uk/collection/S27/current/CS003747/"
"75-99-0",2881,"22DClppozr","2,2-dichloorpropionzuur","ChemischeStof","2014-01-29","2100-01-01","Geldig","","Id-4cf5b424-32c7-4667-803e-ba61f62a9c45","http://vocab.nerc.ac.uk/collection/S27/current/CS003734/"
"75-99-0",2881,"22DClppozr","2,2-dichloorpropionzuur","ChemischeStof","2011-06-08","2014-01-28","Vervallen","","Id-e1341175-c980-4593-9f37-159746c4dc97","http://vocab.nerc.ac.uk/collection/S27/current/CS003734/"
"754-91-6",4446,"PFOSA","perfluoroctaansulfonamide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c27c0774-8852-4ebe-a474-9e495c82ed87","http://vocab.nerc.ac.uk/collection/S27/current/CS003983/"
"7553-56-2",3972,"I2","dijodium","ChemischeStof","2011-09-01","2100-01-01","Geldig","","Id-fa251c21-180b-493d-87b3-f439b4609eb5","http://vocab.nerc.ac.uk/collection/S27/current/CS003175/"
"7553-56-2",3972,"I2","dijodium","ChemischeStof","2011-09-01","2100-01-01","Geldig","","Id-fa251c21-180b-493d-87b3-f439b4609eb5","http://vocab.nerc.ac.uk/collection/S27/current/CS003077/"
"7553-56-2",916,"I","jood","ChemischeStof","2011-06-08","2011-08-31","Vervallen","","Id-48476d23-9577-4b57-8fba-7cab12bfc9ea","http://vocab.nerc.ac.uk/collection/S27/current/CS003175/"
"7553-56-2",916,"I","jood","ChemischeStof","2011-06-08","2011-08-31","Vervallen","","Id-48476d23-9577-4b57-8fba-7cab12bfc9ea","http://vocab.nerc.ac.uk/collection/S27/current/CS003077/"
"76-01-7",4426,"PeClC2a","pentachloorethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-56af85c0-5d59-4fae-a1bd-2547fb273a6d","http://vocab.nerc.ac.uk/collection/S27/current/CS004420/"
"76-03-9",1594,"TClHAc","trichloorazijnzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-54249ad5-c6b1-4466-ae86-1631052955c4","http://vocab.nerc.ac.uk/collection/S27/current/CS003748/"
"76-06-2",3475,"Clpcne","chloorpicrine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-f80d29be-45b1-4f8e-b161-6a7ac49d3be2","http://vocab.nerc.ac.uk/collection/S27/current/CS003756/"
"76-13-1",800,"CFK113","1,1,2-trichloor-1,2,2-trifluorethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-0a867098-7552-4857-913e-9d3b5eb1f12f","http://vocab.nerc.ac.uk/collection/S27/current/CS002935/"
"76-44-8",853,"HpCl","heptachloor","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c107d97d-2993-464a-8ed9-1f62756f10e5","http://vocab.nerc.ac.uk/collection/S27/current/CS002510/"
"7647-14-5",4213,"NaCl","natriumchloride","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-b368a85c-2c1b-4c13-bdb4-a7e26b53d882","http://vocab.nerc.ac.uk/collection/S27/current/CS003163/"
"76578-12-6",4547,"quizlfp","quizalofop","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-4d6a50d5-81e2-4d6c-9fbe-2058c64a935e","http://vocab.nerc.ac.uk/collection/S27/current/CS004249/"
"7664-41-7",288,"NH3","ammoniak","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-d893c940-bc75-495a-854d-ed2db045bd4a","http://vocab.nerc.ac.uk/collection/S27/current/CS002757/"
"7696-12-0",1548,"T4mtn","tetramethrin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ec2136ea-d7a8-4b32-a059-a9f3e4147b8a","http://vocab.nerc.ac.uk/collection/S27/current/CS003976/"
"7704-34-9",1706,"S8","octylzwavel","ChemischeStof","2011-06-08","2100-01-01","Geldig","Id-25faa850-195d-4dfa-8659-0353786285da","Id-d158b95b-fd56-4cf1-91c5-20f9cc90b7ec","http://vocab.nerc.ac.uk/collection/S27/current/CS004362/"
"7704-34-9",1706,"S8","octylzwavel","ChemischeStof","2011-06-08","2100-01-01","Geldig","Id-25faa850-195d-4dfa-8659-0353786285da","Id-d158b95b-fd56-4cf1-91c5-20f9cc90b7ec","http://vocab.nerc.ac.uk/collection/S27/current/CS003152/"
"7722-84-1",1860,"H2O2","waterstofperoxide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-58dae025-69dd-45f3-a8f0-f52dcec4836f","http://vocab.nerc.ac.uk/collection/S27/current/CS002924/"
"7723-14-0",999871,"P","totaal fosfaat","ChemischeStof","2011-06-08","2011-08-26","Vervallen","","Id-6780c0fd-d04a-4233-b658-8e23365996ba","http://vocab.nerc.ac.uk/collection/S27/current/CS003105/"
"7723-14-0",999871,"P","totaal fosfaat","ChemischeStof","2011-06-08","2011-08-26","Vervallen","","Id-6780c0fd-d04a-4233-b658-8e23365996ba","http://vocab.nerc.ac.uk/collection/S27/current/CS004360/"
"7723-14-0",999871,"P","totaal fosfaat","ChemischeStof","2011-06-08","2011-08-26","Vervallen","","Id-6780c0fd-d04a-4233-b658-8e23365996ba","http://vocab.nerc.ac.uk/collection/S27/current/CS000144/"
"7723-14-0",999871,"P","totaal fosfaat","ChemischeStof","2011-06-08","2011-08-26","Vervallen","","Id-6780c0fd-d04a-4233-b658-8e23365996ba","http://vocab.nerc.ac.uk/collection/S27/current/CS000151/"
"7723-14-0",999871,"P","totaal fosfaat","ChemischeStof","2011-06-08","2011-08-26","Vervallen","","Id-6780c0fd-d04a-4233-b658-8e23365996ba","http://vocab.nerc.ac.uk/collection/S27/current/CS004372/"
"7726-95-6",3274,"Br2","dibroom","ChemischeStof","2014-05-10","2100-01-01","Geldig","Id-fc393d49-6085-46f8-a7bb-caa9e1147ca1","Id-626d9f4a-16b2-48e4-9aa0-00983d9f87e4","http://vocab.nerc.ac.uk/collection/S27/current/CS003290/"
"7726-95-6",3274,"Br2","dibroom","ChemischeStof","2011-09-01","2014-05-09","Vervallen","","Id-a9cdcfce-10d2-42d6-9bb3-01741e331817","http://vocab.nerc.ac.uk/collection/S27/current/CS003290/"
"7726-95-6",3274,"Br2","broom","ChemischeStof","2011-06-08","2011-08-31","Vervallen","","Id-cc509b66-fb1e-4c86-8b41-d089f180f984","http://vocab.nerc.ac.uk/collection/S27/current/CS003290/"
"7727-37-9",4199,"N2","distikstof","ChemischeStof","2011-08-26","2100-01-01","Geldig","Id-ef6ad62c-0165-429f-a3f0-610537d8e9d4","Id-4e01aff0-f5c6-4f7c-9ba7-9cee1fa71331","http://vocab.nerc.ac.uk/collection/S27/current/CS002756/"
"7727-37-9",1496,"N","stikstof","ChemischeStof","2011-06-08","2011-08-26","Vervallen","","Id-4aa9cdc8-729e-41da-8ab9-bd5ef7aab6a9","http://vocab.nerc.ac.uk/collection/S27/current/CS002756/"
"77732-09-3",4297,"OaDxl","oxadixyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-5104ad31-fe58-4c6f-8f56-21f8e873ca5b","http://vocab.nerc.ac.uk/collection/S27/current/CS004310/"
"7782-41-4",3747,"F2","fluor","ChemischeStof","2011-06-08","2011-08-31","Vervallen","","Id-6bad9714-24ff-4bcd-9125-0902bee30be1","http://vocab.nerc.ac.uk/collection/S27/current/CS003314/"
"7782-41-4",3747,"F2","difluor","ChemischeStof","2011-09-01","2100-01-01","Geldig","Id-12c23ba5-4bc7-47db-91ba-c3137169bc53","Id-2221e9d3-a277-4600-a560-7ea5b6ce742e","http://vocab.nerc.ac.uk/collection/S27/current/CS003314/"
"7782-44-7",1701,"O2","zuurstof","ChemischeStof","2011-06-08","2100-01-01","Geldig","Id-8b577bd6-d280-4f0b-9652-705f6dc41136","Id-18475181-1c2a-4b9c-abf1-b7dfe91718c0","http://vocab.nerc.ac.uk/collection/S27/current/CS002779/"
"7782-49-2",1476,"Se","selenium","ChemischeStof","2011-06-08","2011-08-26","Vervallen","","Id-8a502da0-9e37-4827-a130-d8046803d8c0","http://vocab.nerc.ac.uk/collection/S27/current/CS003109/"
"7782-49-2",1476,"Se","selenium","ChemischeStof","2011-06-08","2011-08-26","Vervallen","","Id-8a502da0-9e37-4827-a130-d8046803d8c0","http://vocab.nerc.ac.uk/collection/S27/current/CS002608/"
"7782-49-2",1476,"Se","seleen","ChemischeStof","2011-08-27","2100-01-01","Geldig","","Id-5af1c604-bd2e-4489-88ca-54aacf33796e","http://vocab.nerc.ac.uk/collection/S27/current/CS003109/"
"7782-49-2",1476,"Se","seleen","ChemischeStof","2011-08-27","2100-01-01","Geldig","","Id-5af1c604-bd2e-4489-88ca-54aacf33796e","http://vocab.nerc.ac.uk/collection/S27/current/CS002608/"
"7782-50-5",3444,"Cl2","chloor","ChemischeStof","2011-06-08","2011-08-31","Vervallen","","Id-e14cf554-31b8-4940-8627-d59fbef2b371","http://vocab.nerc.ac.uk/collection/S27/current/CS003294/"
"7782-50-5",3444,"Cl2","dichloor","ChemischeStof","2011-09-01","2100-01-01","Geldig","Id-912fa93e-3238-4833-a773-3c57c1e7f88e","Id-64502eca-408e-4d9e-bc5e-d61374339901","http://vocab.nerc.ac.uk/collection/S27/current/CS003294/"
"7783-06-4",1683,"H2S","waterstofsulfide","ChemischeStof","2011-06-10","2100-01-01","Geldig","Id-e66a88e4-140d-422f-b422-489d29be7193","Id-3ea8b6cd-35ea-4e08-b69b-e2962c69013b","http://vocab.nerc.ac.uk/collection/S27/current/CS003295/"
"7786-34-7",1191,"mevfs","mevinfos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-db3f97f4-8849-4bdb-b6d6-bcaf5f9f2821","http://vocab.nerc.ac.uk/collection/S27/current/CS000732/"
"78-00-2",6070,"T4C2yPb","tetraethyllood","ChemischeStof","2019-12-24","2100-01-01","Geldig","","Id-059bdf6c-d318-47c9-adf1-cde4ca0f8999","http://vocab.nerc.ac.uk/collection/S27/current/CS003957/"
"78-51-3",4894,"tris2C4oxC2y","tris(2-butoxyethyl)fosfaat","ChemischeStof","2011-12-24","2100-01-01","Geldig","","Id-56dbe920-a91c-4bc8-b538-428d23549a82","http://vocab.nerc.ac.uk/collection/S27/current/CS004421/"
"78-78-4",162,"2C1yC4a","2-methylbutaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ce4034f0-d5d8-4d85-85ee-e3d26330b6f4","http://vocab.nerc.ac.uk/collection/S27/current/CS003223/"
"78-79-5",6943,"ipn","isopreen","ChemischeStof","2022-03-05","2100-01-01","Geldig","","Id-b2542840-f7c2-4ae5-ae82-e76266f0249d","http://vocab.nerc.ac.uk/collection/S27/current/CS003037/"
"78-87-5",38,"12DClC3a","1,2-dichloorpropaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c19c4a73-417c-4214-9ce0-8898d7229a26","http://vocab.nerc.ac.uk/collection/S27/current/CS001516/"
"786-19-6",461,"carbfnton","carbofenothion","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-62e684be-b5d6-47e7-98ea-2db31877a831","http://vocab.nerc.ac.uk/collection/S27/current/CS004166/"
"789-02-6",113,"24DDT","2,4'-dichloordifenyltrichloorethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-a7d76da2-d364-4ae4-8b51-c1ad1cb10a16","http://vocab.nerc.ac.uk/collection/S27/current/CS001117/"
"79-00-5",6,"112TClC2a","1,1,2-trichloorethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-846c54ca-95e0-459a-9df8-d48bbc34bbc2","http://vocab.nerc.ac.uk/collection/S27/current/CS003233/"
"79-01-6",1598,"TClC2e","trichlooretheen (tri)","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-00d13a31-f273-467b-b59c-515aab119d6e","http://vocab.nerc.ac.uk/collection/S27/current/CS003226/"
"79-08-3",3281,"BrHAc","broomazijnzuur","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-b4985d27-6bc3-4b2c-b030-1f1c3091f30f","http://vocab.nerc.ac.uk/collection/S27/current/CS003744/"
"79-08-3",3281,"BrHAc","broomazijnzuur","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-88ae7735-4636-4153-a5d7-9b1b2f7ea983","http://vocab.nerc.ac.uk/collection/S27/current/CS003744/"
"79-11-8",1245,"ClHAc","chloorazijnzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-da909a64-2cdc-4fc6-b415-3fdd7bc5a4e1","http://vocab.nerc.ac.uk/collection/S27/current/CS003745/"
"79-34-5",5,"1122T4ClC2a","1,1,2,2-tetrachloorethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-61999986-4a56-4410-88c4-7168e9fba04a","http://vocab.nerc.ac.uk/collection/S27/current/CS003232/"
"79-43-6",3594,"DClHAc","dichloorazijnzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-622b0235-13cb-4c93-b09d-87f0386e565d","http://vocab.nerc.ac.uk/collection/S27/current/CS003740/"
"79-94-7",4754,"T4BrbFolA","tetrabroombisfenol A","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6f814598-a22f-4e8d-b4d1-bd778a4e9e7f","http://vocab.nerc.ac.uk/collection/S27/current/CS004334/"
"79241-46-6",3798,"fluazfPC4y","fluazifop-P-butyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-41f46a78-3a2f-495d-a74b-2510434a90b8","http://vocab.nerc.ac.uk/collection/S27/current/CS004170/"
"79277-27-3",4867,"thifsfrnC1y","thifensulfuron-methyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-9ff1c563-2d79-4221-bb1a-59ebc91eebde","http://vocab.nerc.ac.uk/collection/S27/current/CS004230/"
"79902-63-9",4655,"simvstne","simvastatine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ad6a6eaf-8198-4b16-8454-5abd60b2f381","http://vocab.nerc.ac.uk/collection/S27/current/CS004423/"
"79983-71-4",3961,"Hxcnzl","hexaconazool","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-4f0e8e27-33d1-43b5-a6f9-cece587c795d","http://vocab.nerc.ac.uk/collection/S27/current/CS004283/"
"80-05-7",76,"bisFolA","bisfenol-A","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-2ed8d53e-eab0-48c6-b1bd-a2350069ea88","http://vocab.nerc.ac.uk/collection/S27/current/CS003761/"
"80-56-8",1766,"apnn","alfa-pineen","ChemischeStof","2013-07-06","2100-01-01","Geldig","","Id-20fb31d2-35e7-403f-bc55-3a44980e927a","http://vocab.nerc.ac.uk/collection/S27/current/CS003038/"
"80-97-7",3635,"DHcEsrol","dihydrocholesterol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-a03b36a7-983a-4d8a-807f-652effa03880","http://vocab.nerc.ac.uk/collection/S27/current/CS003188/"
"80214-83-1",2492,"roxtmcne","roxitromycine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-838292f7-5b70-4a91-acaf-4926b1defd00","http://vocab.nerc.ac.uk/collection/S27/current/CS004424/"
"81-07-2",4587,"saccrne","saccharine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-29bbff57-fae4-4990-8934-59664c87c884","http://vocab.nerc.ac.uk/collection/S27/current/CS004425/"
"81-15-2",4194,"muskxln","musk-xyleen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-5f8c4c1b-cb43-4103-b7c8-eff77c086b85","http://vocab.nerc.ac.uk/collection/S27/current/CS004317/"
"81093-37-0",4485,"pravstne","pravastatine","ChemischeStof","2012-05-02","2100-01-01","Geldig","","Id-8118af47-0f5a-45df-812c-19eb341ea5e9","http://vocab.nerc.ac.uk/collection/S27/current/CS004026/"
"81103-11-9",3448,"clartmcne","claritromycine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-8af68a61-49d7-4ff3-9cdb-abbfe78805f5","http://vocab.nerc.ac.uk/collection/S27/current/CS004426/"
"81335-37-7",6217,"imzqn","imazaquin","ChemischeStof","2020-03-13","2100-01-01","Geldig","","Id-aed188a8-81ea-499e-acd7-27876e5341ca","http://vocab.nerc.ac.uk/collection/S27/current/CS004212/"
"81777-89-1",3468,"clomzn","clomazon","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-dc68f0cf-0476-4e80-958b-7f5a960af853","http://vocab.nerc.ac.uk/collection/S27/current/CS004126/"
